REALM;USERNAME;PASSWORD;SERVICES
bob.17.berylia.org;trinidad.marquez;July.Mail.3;rdp://ws[1-5]-m36517.bt.berylia.org ...
borderguard.baf.17.berylia.org;admin;Admin1Admin1;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Amanda.Neva;Tree.Mind.3;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Carlos.Suarez;Weak.Plan.8;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Craig.Freeman;Four.Tail.2;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Daniel.Wiitala;Know.Safe.7;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Ferdinand.White;My.Big.Car.9;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Geraldine.Leroux;Mile.Pole.8;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Josua.Tutar;Strong.Cat.5;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Leo.Lampo;Join.Call.0;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Marcello.Robert;Grow.Lady.0;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Martin.Castro;Hang.Held.6;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Minttu.Manni;Cold.Dear.8;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Mireille.David;Rush.Tiny.9;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Rebecca.Burito;Dont.Like.0;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Wayne.Arnaud;Dry.Table.9;https://borderguard.baf.17.berylia.org/login
borderguard.baf.17.berylia.org;Wolfgang.Pierre;Fear.Much.6;https://borderguard.baf.17.berylia.org/login
c4i-ads.baf.17.berylia.org;;c4i_pwd!LS22;vnc://c4i-ads.baf.17.berylia.org
code.baf.17.berylia.org;lewis;Mercs-no-2021!;rdp://code.baf.17.berylia.org
code.baf.17.berylia.org;max;For-champion33!;rdp://code.baf.17.berylia.org
code.baf.17.berylia.org;nick;Santa-is-coming!1@;rdp://code.baf.17.berylia.org
fossil.baf.17.berylia.org;Amanda.Neva;Tree.Mind.3;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Carlos.Suarez;Weak.Plan.8;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Craig.Freeman;Four.Tail.2;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Daniel.Wiitala;Know.Safe.7;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Ferdinand.White;My.Big.Car.9;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Geraldine.Leroux;Mile.Pole.8;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Josua.Tutar;Strong.Cat.5;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Leo.Lampo;Join.Call.0;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Marcello.Robert;Grow.Lady.0;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Martin.Castro;Hang.Held.6;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Minttu.Manni;Cold.Dear.8;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Mireille.David;Rush.Tiny.9;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Rebecca.Burito;Dont.Like.0;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Wayne.Arnaud;Dry.Table.9;https://fossil.baf.17.berylia.org/login
fossil.baf.17.berylia.org;Wolfgang.Pierre;Fear.Much.6;https://fossil.baf.17.berylia.org/login
helpdesk.bob.17.berylia.org;Agustin.Prieto;Shoe.Weak.8;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Angel.Rossi;Love.Bike.1;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Blanca.Sanz;Poem.Draw.3;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Elisabete.Moreau;Cows.Gift.4;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Georgia.Ford;Show.Head.3;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Jason.Mendez;Your.File.8;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Lenni.Toivonen;Nail.Dusk.9;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Leta.Shelton;Know.Hour.9;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Lissa.Pokorny;Uber.Hopp.1;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Mara.Hules;Weird.Sound.2;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Purificacion.Sanz;Mail.Tell.4;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Regula.Moulin;Such.Coat.0;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Roland.Price;Over.Took.5;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Sille.Kaunas;Bad.Style.7;https://helpdesk.bob.17.berylia.org
helpdesk.bob.17.berylia.org;Theresia.Girard;Warm.Mean.6;https://helpdesk.bob.17.berylia.org
historian-powerplant.beg.17.berylia.org;grafana;s3cr3t;misc://historian-powerplant.beg.17.berylia.org
historian-powerplant.beg.17.berylia.org;history;history;misc://historian-powerplant.beg.17.berylia.org:5432
historian-powerplant.beg.17.berylia.org;history;history;http://historian-powerplant.beg.17.berylia.org:3000
historian-powerplant.beg.17.berylia.org;user;user;http://historian-powerplant.beg.17.berylia.org:3000
hmi.beg.17.berylia.org;;;vnc://hmi.beg.17.berylia.org
hq-gsc.int.baf.17.berylia.org;gsc;Supern0va;ssh://hq-gsc.int.baf.17.berylia.org
int.baf.17.berylia.org;Angeles.Santiago;Does.Came.5;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Bettina.Blanc;Roll.Sing.9;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Blanca.Sanz;Poem.Draw.3;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Brandon.Foster;Gold.Dusk.7;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Celia.Santos;From.What.7;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Dana.Durand;Part.Skin.6;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Daniel.Wiitala;Know.Safe.7;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Denise.Andre;Skin.Busy.4;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Elisabete.Moreau;Cows.Gift.4;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Emil.Marie;Sail.Both.2;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Emilia.Toivonen;Rush.Pick.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Encarnacion.Herrero;Call.Coat.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Enni.Sakala;Most.Told.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Francisco.Fournier;Fair.Loss.2;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Francisco.Guerrero;Root.Hill.5;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Franziska.Garcia;Corn.Wise.3;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Gema.Delgado;Five.Wait.4;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Georgia.Ford;Show.Head.3;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Geraldine.Leroux;Mile.Pole.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Gerard.Garnier;Soft.Worn.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Gregory.Gomez;Fail.Star.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Isabella.Colin;Cold.Test.4;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Ivan.Leon;Ship.Shop.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Jasmina.Robert;Sand.Mark.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Jimi.Koistinen;Deep.Best.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Joel.Lehtonen;Tiny.East.2;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Juan.Fisher;Rest.Lord.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Juan.Ortega;Thus.Yard.4;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Kerttu.Ketola;Land.Last.9;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Leo.Lampo;Join.Call.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Liselotte.Barbier;Gain.Ears.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Mariano.Ortiz;Half.Food.4;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Martin.Castro;Hang.Held.6;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Mikael.Haapala;Fact.City.1;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Minea.Koskinen;City.Side.4;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Minttu.Manni;Cold.Dear.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Monica.Delgado;Feel.Good.7;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Nathaniel.Payne;Ride.Mars.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Nino.Morel;Tall.Grow.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Pilar.Perez;Aunt.Grow.6;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Ralf.Meyer;Sort.High.9;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Regula.Moulin;Such.Coat.0;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Samuel.Lammi;Next.Fire.2;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Soledad.Gomez;Flat.Step.9;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Terri.Horton;Land.Dead.8;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Theresia.Girard;Warm.Mean.6;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Vaino.Salmi;Slow.West.3;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Valtteri.Halonen;Hope.Moon.2;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Vilho.Murto;Tore.Took.5;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.baf.17.berylia.org;Willie.Beck;Gift.Keep.7;rdp://ws[1-3]-baf[01-05].int.baf.17.berylia.org ...
int.beg.17.berylia.org;Agustin.Prieto;Shoe.Weak.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Alba.Vicente;Very.Bean.4;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Alberto.Romero;Baby.Shop.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Alex.Duran;Safe.Wore.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Amanda.Neva;Tree.Mind.3;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Andres.Fournier;West.Down.9;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Aron.Roche;Date.Food.0;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Benito.Aguilar;Help.Fear.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Craig.Freeman;Four.Tail.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Dora.Dumas;Moon.Rain.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Eeli.Ruona;Like.Love.7;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Elias.Pakkala;Wire.Wife.7;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Ella.Salmela;Whom.Star.0;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Elvira.Philippe;Sail.Many.0;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Emily.Wagner;Home.None.7;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Emmi.Neva;Safe.Grew.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Evelyn.Perrin;Whom.Push.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Gertrude.King;Paid.Seen.0;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Harper.Kuhn;Snow.Suit.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Ines.Calvo;Hair.Deal.9;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Inge.Meyer;Wish.Play.6;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Inmaculada.Carrasco;Sign.What.0;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Javier.Campos;Tear.Come.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Karine.Legrand;Face.Type.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Lenni.Toivonen;Nail.Dusk.9;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Leo.Paavola;Open.When.7;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Leta.Shelton;Know.Hour.9;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Manuel.Butler;East.With.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Marcello.Robert;Grow.Lady.0;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Margarita.Lopez;Good.Gray.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Martial.Joly;Cuba.Fiji.4;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Minnie.Torres;Coat.Late.5;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Mireille.David;Rush.Tiny.9;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Moreno.Carpentier;Girl.Took.5;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Nevaeh.Stephens;Team.Walk.7;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Odette.Laurent;Gate.Tied.5;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Olivia.Heikkinen;Baby.Gone.5;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Oscar.Romero;Seed.Sure.9;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Purificacion.Sanz;Mail.Tell.4;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Roland.Price;Over.Took.5;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Samuel.Sanz;Mark.Inch.1;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Sara.Santana;Like.Work.3;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Sean.Alvarez;Ring.Some.3;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Silvia.Calvo;Hair.Some.0;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Stella.Kelly;Milk.Tone.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Vaino.Aho;Have.Were.2;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Vanesa.Munoz;Wear.Goes.3;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Viivi.Perala;Wore.Move.7;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Virginia.Duran;Save.Live.8;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
int.beg.17.berylia.org;Wolfgang.Pierre;Fear.Much.6;rdp://ws[1-4]-beg[01-05].int.beg.17.berylia.org ...
inventory.beg.17.berylia.org;Adam.Simpson;Big.Beacon.8;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;admin;Admin1Admin1;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Andy.Triumph;Face.Book.9;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Benito.Aguilar;Help.Fear.2;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Ella.Salmela;Whom.Star.0;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Emil.Marie;Sail.Both.2;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Gema.Delgado;Five.Wait.4;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Jessica.Franklin;Known.Lady.3;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Jose.Starling;Black.Star.5;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Leo.Paavola;Open.When.7;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Mikael.Haapala;Fact.City.1;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Olivia.Heikkinen;Baby.Gone.5;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Oscar.Romero;Seed.Sure.9;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Peter.Toshiba;Nice.Gym.9;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Terri.Horton;Land.Dead.8;https://inventory.beg.17.berylia.org/login
inventory.beg.17.berylia.org;Willie.Beck;Gift.Keep.7;https://inventory.beg.17.berylia.org/login
jiv.17.berylia.org;Alba.Vicente;Very.Bean.4;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Alex.Duran;Safe.Wore.8;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Anna.Polansky;Thief.Soil.7;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Barbara.Petrovsky;Pass.Card.8;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Bettina.Blanc;Roll.Sing.9;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Celia.Santos;From.What.7;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Dora.Dumas;Moon.Rain.8;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Gerard.Maulin;Chilli.Dog.5;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Liselotte.Barbier;Gain.Ears.0;rdp://ws-jiv0[1-5].jiv.17.berylia.org
jiv.17.berylia.org;Orlando.Borland;Cpp.Is.Ok.7;rdp://ws-jiv0[1-5].jiv.17.berylia.org
